date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:33:02	4424/4424	---M-Z	200	added ('OK')	application/x-javascript	etag:%221148-66eaddf7-ba23248d4625b885;gz%22	https://themeadapt.com/tf/logistex/assets/js/jquery.appear.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/jquery.appear.js	(from https://themeadapt.com/tf/logistex/)
21:33:02	148078/148078	---M-Z	200	added ('OK')	application/x-javascript	etag:%222426e-66eaddf7-ac3ff71ae07b2fbe;gz%22	https://themeadapt.com/tf/logistex/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/swiper-bundle.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:02	4608/4608	---M-Z	200	added ('OK')	application/x-javascript	etag:%221200-66eaddf7-be6e0addd6bcd02b;gz%22	https://themeadapt.com/tf/logistex/assets/js/svg-inject.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/svg-inject.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:03	1250/1250	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e2-66eaddf6-dc5ffdc0b0cac51a;gz%22	https://themeadapt.com/tf/logistex/assets/js/ajax-form.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/ajax-form.js	(from https://themeadapt.com/tf/logistex/)
21:33:03	9029/9029	---M-Z	200	added ('OK')	application/x-javascript	etag:%222345-66eaddf7-3481da97ffa31cd6;gz%22	https://themeadapt.com/tf/logistex/assets/js/jquery.marquee.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/jquery.marquee.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:03	27588/27588	---M-Z	200	added ('OK')	application/x-javascript	etag:%226bc4-66eaddf7-1215281d5713ade9;gz%22	https://themeadapt.com/tf/logistex/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/jquery-ui.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:04	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-66eaddf7-9faa19946185f868;gz%22	https://themeadapt.com/tf/logistex/assets/js/wow.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/wow.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:04	14690/14690	---M-Z	200	added ('OK')	application/x-javascript	etag:%223962-66eaddf6-924ce505bccfac35;gz%22	https://themeadapt.com/tf/logistex/assets/js/aos.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/aos.js	(from https://themeadapt.com/tf/logistex/)
21:33:04	10622/10622	---M-Z	200	added ('OK')	application/x-javascript	etag:%22297e-66eaddf7-358086564c6698d1;gz%22	https://themeadapt.com/tf/logistex/assets/js/main.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/main.js	(from https://themeadapt.com/tf/logistex/)
21:33:05	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-66eaddf2-435fba4f0b64a577;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:06	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-66eaddf2-435fba4f0b64a577;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400d41d.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:06	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-66eaddf3-518cb9c03d889a4a;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.woff2	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:08	133988/133988	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b64-66eaddf3-300debef9d7d5743;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.ttf	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:09	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2215f84-66eaddf3-cf62692fedfdcd49;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.woff	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:09	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-66eaddf3-45a3e13e06130a01;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:09	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-66eaddf3-45a3e13e06130a01;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400d41d.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:10	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%2233a8-66eaddf4-4868de5a79202b0c;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.woff2	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:10	747927/747927	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6997-66eaddf4-def0469aa5a9b205;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-brands-400.svg	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:10	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-66eaddf4-5417db913e59afa1;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.woff	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:11	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-66eaddf4-18aa4eba3cecf8a2;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.ttf	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:11	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-66eaddf4-8b8361ccd04cfef0;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-regular-400.svg	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:11	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-66eaddf5-a477b95808c4ca47;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:12	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-66eaddf5-a477b95808c4ca47;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900d41d.eot	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:12	78268/78268	---M--	200	added ('OK')	font/woff2	etag:%22131bc-66eaddf5-acf3247dfc6c30af;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.woff2	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:12	101648/101648	---M--	200	added ('OK')	application/font-woff	etag:%2218d10-66eaddf5-914ea996386792d7;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.woff	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:13	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-66eaddf5-453deb9c6d8bb128;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.ttf	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:13	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-66eaddf6-9487bbd15155d71e;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/fa-solid-900.svg	(from https://themeadapt.com/tf/logistex/assets/css/fontawesome-all.min.css)
21:33:13	24100/24100	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e24-66eaddf6-e30d14007a1f15cf;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.eot	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.eot	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:14	24100/24100	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e24-66eaddf6-e30d14007a1f15cf;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.eot?	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdtd41d.eot	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:14	11864/11864	---M--	200	added ('OK')	font/woff2	etag:%222e58-66eaddf6-af6b37f208f81ac9;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.woff2	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.woff2	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:14	14192/14192	---M--	200	added ('OK')	application/font-woff	etag:%223770-66eaddf6-b938cc67251653d2;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.woff	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.woff	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:15	23912/23912	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%225d68-66eaddf6-c4c7fac744737794;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.ttf	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.ttf	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:15	235945/235945	---M-Z	200	added ('OK')	image/svg+xml	etag:%22399a9-66eaddf6-14de3a68912aded;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flaticon_lgdt.svg	(from https://themeadapt.com/tf/logistex/assets/css/flaticon.css)
21:33:16	3348/3348	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22d14-66eaddf8-ad438b4920def335;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_default.ttf?e3deef4d25a8a816ffcc2046eac5a266	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_defaultbada.ttf	(from https://themeadapt.com/tf/logistex/assets/css/default-icons.css)
21:33:16	1836/1836	---M--	200	added ('OK')	application/font-woff	etag:%2272c-66eaddf8-71dbe7bb6957e629;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_default.woff?e3deef4d25a8a816ffcc2046eac5a266	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_defaultbada.woff	(from https://themeadapt.com/tf/logistex/assets/css/default-icons.css)
21:33:16	1368/1368	---M--	200	added ('OK')	font/woff2	etag:%22558-66eaddf8-9c1964defd6b6dce;;;%22	https://themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_default.woff2?e3deef4d25a8a816ffcc2046eac5a266	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_defaultbada.woff2	(from https://themeadapt.com/tf/logistex/assets/css/default-icons.css)
21:33:17	8192/8192	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222000-66eaddf7-fc5847ed0d846f9d;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_default.eot?e3deef4d25a8a816ffcc2046eac5a266	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_defaultbada.eot	(from https://themeadapt.com/tf/logistex/assets/css/default-icons.css)
21:38:06	13996/13996	---M-Z	200	added ('OK')	image/svg+xml	etag:%2236ac-66eaddf8-74a779d9bf31ea8e;gz%22	https://themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_default.svg?e3deef4d25a8a816ffcc2046eac5a266	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/fonts/flat-icon/flaticon_tg_defaultbada.svg	(from https://themeadapt.com/tf/logistex/assets/css/default-icons.css)
21:38:08	386/386	---M-Z	200	added ('OK')	image/svg+xml	etag:%22182-66eade04-2a02130b310d1f6f;gz%22	https://themeadapt.com/tf/logistex/assets/img/services/mask_img.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/mask_img.svg	(from https://themeadapt.com/tf/logistex/assets/css/main.css)
21:38:08	20777/20777	---M-Z	200	added ('OK')	image/svg+xml	etag:%225129-66eade03-5dc5a60e62791b31;gz%22	https://themeadapt.com/tf/logistex/assets/img/logo/logo02.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/logo/logo02.svg	(from https://themeadapt.com/tf/logistex/contact.html)
21:38:10	376470/376470	---M--	200	added ('OK')	image/jpeg	etag:%225be96-66eaddfa-7b68bde4c5767da6;;;%22	https://themeadapt.com/tf/logistex/assets/img/bg/breadcrumb_bg.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/bg/breadcrumb_bg.jpg	(from https://themeadapt.com/tf/logistex/contact.html)
21:38:10	9235/9235	---M-Z	200	added ('OK')	image/svg+xml	etag:%222413-66eade01-2a5dafcecec3c4dd;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/inner_footer_shape01.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/inner_footer_shape01.svg	(from https://themeadapt.com/tf/logistex/contact.html)
21:38:11	10226/10226	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227f2-66eade01-29c0acb92c7ed459;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/inner_footer_shape02.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/inner_footer_shape02.svg	(from https://themeadapt.com/tf/logistex/contact.html)
21:38:11	709358/709358	---M--	200	added ('OK')	image/jpeg	etag:%22ad2ee-66eade07-8c6cef4efc25409d;;;%22	https://themeadapt.com/tf/logistex/assets/img/slider/slider_bg01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/slider/slider_bg01.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:11	420/420	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a4-66eade06-864b808b8d55074a;gz%22	https://themeadapt.com/tf/logistex/assets/img/slider/slider_shape.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/slider/slider_shape.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:12	567397/567397	---M--	200	added ('OK')	image/jpeg	etag:%228a865-66eade07-63a8c500f12b2ec8;;;%22	https://themeadapt.com/tf/logistex/assets/img/slider/slider_bg02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/slider/slider_bg02.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:12	4937/4937	---M-Z	200	added ('OK')	image/svg+xml	etag:%221349-66eade01-9a9502148964d0e0;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/newsletter_shape01.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/newsletter_shape01.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:12	15226/15226	---M-Z	200	added ('OK')	image/svg+xml	etag:%223b7a-66eade02-949919c719cac2ca;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/newsletter_shape02.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/newsletter_shape02.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:13	36750/36750	---M--	200	added ('OK')	image/jpeg	etag:%228f8e-66eaddff-7cbc9996c7b0c00b;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/h2_about_img02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/h2_about_img02.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:14	153338/153338	---M--	200	added ('OK')	image/jpeg	etag:%22256fa-66eaddff-8630ec070fe22f9f;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/h2_about_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/h2_about_img01.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:15	29273/29273	---M--	200	added ('OK')	image/jpeg	etag:%227259-66eaddff-faab948199e254c6;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/h2_about_img03.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/h2_about_img03.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:15	9236/9236	---M-Z	200	added ('OK')	image/svg+xml	etag:%222414-66eade02-ccf91990ed4dd35d;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/request_shape.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/request_shape.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:16	23723/23723	---M-Z	200	added ('OK')	image/svg+xml	etag:%225cab-66eaddfe-b07a27f825cc50c6;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/choose_logo.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/choose_logo.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:16	139870/139870	---M--	200	added ('OK')	image/jpeg	etag:%222225e-66eaddff-8f833667c415e833;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/h2_choose_img.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/h2_choose_img.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:16	10233/10233	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227f9-66eaddfe-a06aed86b0d8151e;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/choose_shape.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/choose_shape.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:16	254117/254117	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e0a5-66eaddfb-7a31cf8bf8da8b55;gz%22	https://themeadapt.com/tf/logistex/assets/img/bg/vector_bg03.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/bg/vector_bg03.svg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:17	335728/335728	---M--	200	added ('OK')	image/jpeg	etag:%2251f70-66eade04-de1ea166553d4758;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img04.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img04.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:17	264142/264142	---M--	200	added ('OK')	image/jpeg	etag:%22407ce-66eade04-4d800f796c36034;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img10.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img10.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:17	363910/363910	---M--	200	added ('OK')	image/jpeg	etag:%2258d86-66eade04-1c5a0cb430a6b0ad;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img09.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img09.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:18	221160/221160	---M--	200	added ('OK')	image/jpeg	etag:%2235fe8-66eade04-5496af9f080cff22;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img08.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img08.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:18	57746/57746	---M--	200	added ('OK')	image/jpeg	etag:%22e192-66eaddfe-b8f04c8cfdc65463;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/cta_img.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/cta_img.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:30	23929/23929	---M--	200	added ('OK')	image/png	etag:%225d79-66eade06-d3920dbaa31fb5c2;;;%22	https://themeadapt.com/tf/logistex/assets/img/team/h2_team_img01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/team/h2_team_img01.png	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:35	35190/35190	---M--	200	added ('OK')	image/png	etag:%228976-66eade06-1a298c0dd3808cb2;;;%22	https://themeadapt.com/tf/logistex/assets/img/team/h2_team_img02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/team/h2_team_img02.png	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:40	26457/26457	---M--	200	added ('OK')	image/png	etag:%226759-66eade07-7167cb5cb5b370bb;;;%22	https://themeadapt.com/tf/logistex/assets/img/team/h2_team_img03.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/team/h2_team_img03.png	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:41	35510/35510	---M--	200	added ('OK')	image/png	etag:%228ab6-66eade07-7ecdc5222cc4cc43;;;%22	https://themeadapt.com/tf/logistex/assets/img/team/h2_team_img04.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/team/h2_team_img04.png	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:42	63288/63288	---M--	200	added ('OK')	image/jpeg	etag:%22f738-66eaddfc-97f1daaee2cdcbdb;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img02.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:42	52926/52926	---M--	200	added ('OK')	image/jpeg	etag:%22cebe-66eaddfc-bd59c8a7968e0249;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img01.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:44	20777/20777	---M-Z	200	added ('OK')	image/svg+xml	etag:%225129-66eade03-331d0990c928d50d;gz%22	https://themeadapt.com/tf/logistex/assets/img/logo/logo03.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/logo/logo03.svg	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:45	117239/117239	---M--	200	added ('OK')	image/jpeg	etag:%221c9f7-66eaddfd-cab93850a758ce09;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img03.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/h2_blog_img03.jpg	(from https://themeadapt.com/tf/logistex/index-2.html)
21:38:45	6229/6229	---M--	200	added ('OK')	image/jpeg	etag:%221855-66eaddf9-b8a056e583ed6707;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/hero_title_img.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/hero_title_img.jpg	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:45	335442/335442	---M--	200	added ('OK')	image/jpeg	etag:%2251e52-66eaddf9-ddf860d790220189;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_bg.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_bg.jpg	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:45	33977/33977	---M--	200	added ('OK')	image/png	etag:%2284b9-66eaddf9-1c6fe50c3186da45;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_img01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_img01.png	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:45	11203/11203	---M--	200	added ('OK')	image/png	etag:%222bc3-66eaddf9-a1a6848402b273d0;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape01.png	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:46	2652/2652	---M--	200	added ('OK')	image/png	etag:%22a5c-66eaddf9-99796c05d88216c6;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape02.png	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:46	19293/19293	---M--	200	added ('OK')	image/png	etag:%224b5d-66eaddf9-5f6f85c3521cde63;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape03.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_shape03.png	(from https://themeadapt.com/tf/logistex/index-3.html)
21:38:46	18674/18674	---M--	200	added ('OK')	image/png	etag:%2248f2-66eaddf9-f3d30547a4a4e744;;;%22	https://themeadapt.com/tf/logistex/assets/img/banner/h3_hero_img02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/banner/h3_hero_img02.png	(from https://themeadapt.com/tf/logistex/index-3.html)
